	2025-11-08	14:59	KB국민 다담카드(비OTP)	(주)공영홈쇼핑	66,405 	0.00 	일시불		4,648 	0 	전표매입	2025-12-05	30055020
	2025-11-05	11:18	KB국민 다담카드(비OTP)	(주)비케이알 버거킹 인천검단점	8,500 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30055017
	2025-11-04	17:04	KB국민 다담카드(비OTP)	아성다이소	2,000 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30055000
	2025-11-03	17:33	KB국민 다담카드(비OTP)	아성다이소	5,000 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054997
	2025-11-03	07:38	KB국민 다담카드(비OTP)	지에스25에스 부천시청역점	1,100 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054987
	2025-10-30	00:04	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	45,000 	0.00 	일시불		0 	2,250 	전표매입	2025-12-05	30054975
	2025-10-28	23:17	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	11,610 	0.00 	일시불		0 	580 	전표매입	2025-12-05	30054964
	2025-10-28	19:53	KB국민 다담카드(비OTP)	공영홈쇼핑	49,800 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054956
	2025-10-28	12:33	KB국민 다담카드(비OTP)	인천세중온누리약국	15,900 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054943
	2025-10-28	12:19	KB국민 다담카드(비OTP)	인천세종병원	65,800 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054932
	2025-10-26	22:50	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	7,260 	0.00 	일시불		0 	363 	전표매입	2025-12-05	30054920
	2025-10-26	22:33	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	22,300 	0.00 	일시불		0 	1,115 	전표매입	2025-12-05	30054912
	2025-10-25	17:30	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	16,210 	0.00 	일시불		0 	810 	전표매입	2025-12-05	30054901
	2025-10-25	12:45	KB국민 다담카드(비OTP)	(주)세계로유통 부평점	90,690 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054898
	2025-10-25	09:53	KB국민 다담카드(비OTP)	네이버페이	74,270 	0.00 	일시불		0 	0 	전표매입	2025-12-05	30054885
	2025-10-22	08:35	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	26,150 	0.00 	일시불		0 	1,307 	전표매입	2025-12-05	30054877
	2025-10-21	05:47	KB국민 다담카드(비OTP)	지하철 1 건	1,550 	0.00 	일시불		155 	0 	전표매입	2025-11-05	47678064
	2025-10-20	21:49	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	8,620 	0.00 	일시불		0 	431 	전표매입	2025-11-05	30054863
	2025-10-20	21:43	KB국민 다담카드(비OTP)	네이버페이	29,442 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054852
	2025-10-20	17:43	KB국민 다담카드(비OTP)	아성다이소	4,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054841
	2025-10-19	11:17	KB국민 다담카드(비OTP)	롯데마트부평점	19,800 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054834
	2025-10-18	23:39	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	41,900 	0.00 	일시불		0 	2,095 	전표매입	2025-11-05	30054829
	2025-10-18	15:05	KB국민 다담카드(비OTP)	롯데마트부평점	45,770 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054812
	2025-10-18	13:42	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	66,900 	0.00 	일시불		0 	0 	승인취소		30054807
	2025-10-17	10:18	KB국민 다담카드(비OTP)	(주)비케이알 버거킹 인천검단점	8,500 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054791
	2025-10-16	22:05	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	16,520 	0.00 	일시불		0 	826 	전표매입	2025-11-05	30054787
	2025-10-14	11:22	KB국민 다담카드(비OTP)	씨유(CU)가좌중앙점	8,700 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054762
	2025-10-13	09:23	KB국민 다담카드(비OTP)	KT통신요금자동납부	25,300 	0.00 	일시불		2,530 	0 	전표매입	2025-11-05	30054754
	2025-10-13	08:26	KB국민 다담카드(비OTP)	씨유 인천오류힐스테이트점	7,700 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054745
	2025-10-12	11:50	KB국민 다담카드(비OTP)	인천광역시(비)_스마트로	400 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054735
	2025-10-11	19:34	KB국민 다담카드(비OTP)	GSSHOP	49,900 	0.00 	일시불	스타샵(적립)	0 	3,532 	전표매입	2025-11-05	30054724
	2025-10-11	12:39	KB국민 다담카드(비OTP)	뉴코아아울렛부천점-축산	34,440 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054714
	2025-10-11	11:25	KB국민 다담카드(비OTP)	애슐리퀸즈 뉴코아부천점	53,700 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054703
	2025-10-10	07:31	KB국민 다담카드(비OTP)	LGUPLUS 통신요금자동이체	8,900 	0.00 	일시불		890 	0 	전표매입	2025-11-05	30054692
	2025-10-08	13:11	KB국민 다담카드(비OTP)	아성다이소	16,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054683
	2025-10-08	12:57	KB국민 다담카드(비OTP)	파리바게뜨(부평롯데마트점)	11,200 	0.00 	일시불	오굿가맹점	0 	0 	전표매입	2025-11-05	30054678
	2025-10-08	12:55	KB국민 다담카드(비OTP)	롯데마트부평점	15,980 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054665
	2025-10-07	12:58	KB국민 다담카드(비OTP)	빵카페 그랑팡	24,400 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054652
	2025-10-05	11:28	KB국민 다담카드(비OTP)	하이웨이클럽 청천점	32,770 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054640
	2025-10-03	12:23	KB국민 다담카드(비OTP)	(주)이마트 계양점	41,030 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054634
	2025-10-03	11:12	KB국민 다담카드(비OTP)	부평224번	20,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054629
	2025-10-03	11:06	KB국민 다담카드(비OTP)	2339중도매인	35,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054612
	2025-10-03	11:05	KB국민 다담카드(비OTP)	2340번 중도매인	12,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054604
	2025-09-30	13:20	KB국민 다담카드(비OTP)	인천세종병원	2,150,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054594
	2025-09-28	13:25	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	42,900 	0.00 	일시불		0 	1,022 	전표매입	2025-11-05	30054582
	2025-09-27	14:55	KB국민 다담카드(비OTP)	(주)세계로유통 부평점	115,720 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054573
	2025-09-27	00:06	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	24,720 	0.00 	일시불		0 	1,236 	전표매입	2025-11-05	30054569
	2025-09-26	16:46	KB국민 다담카드(비OTP)	아성다이소	2,000 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054559
	2025-09-23	21:09	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	15,380 	0.00 	일시불		0 	769 	전표매입	2025-11-05	30054548
	2025-09-23	11:18	KB국민 다담카드(비OTP)	(주)  롯데리아  가좌점	8,300 	0.00 	일시불		0 	0 	전표매입	2025-11-05	30054530
	2025-09-21	12:45	KB국민 다담카드(비OTP)	(주)텐시즌	21,700 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054522
	2025-09-21	05:54	KB국민 다담카드(비OTP)	터널/도로 6 건	4,800 	0.00 	일시불		0 	0 	전표매입	2025-10-05	43896274
	2025-09-20	23:25	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	30,360 	0.00 	일시불		0 	1,518 	전표매입	2025-10-05	30054515
	2025-09-19	11:23	KB국민 다담카드(비OTP)	영란상회	60,000 	0.00 	일시불	스타샵(적립)	0 	600 	전표매입	2025-10-05	30054500
	2025-09-19	11:05	KB국민 다담카드(비OTP)	(주)창민씨푸드	30,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054496
	2025-09-17	17:19	KB국민 다담카드(비OTP)	아성다이소	6,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054481
	2025-09-15	23:09	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	22,720 	0.00 	일시불		0 	1,136 	전표매입	2025-10-05	30054479
	2025-09-15	17:48	KB국민 다담카드(비OTP)	네이버페이	6,683 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054469
	2025-09-15	10:31	KB국민 다담카드(비OTP)	(주)비케이알 버거킹 인천검단점	5,500 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054454
	2025-09-13	23:37	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	23,900 	0.00 	일시불		0 	1,195 	전표매입	2025-10-05	30054447
	2025-09-12	07:22	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	12,900 	0.00 	일시불		0 	645 	전표매입	2025-10-05	30054436
	2025-09-12	07:20	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	20,890 	0.00 	일시불		0 	0 	승인취소		30054425
	2025-09-11	09:31	KB국민 다담카드(비OTP)	KT통신요금자동납부	25,300 	0.00 	일시불		2,530 	0 	전표매입	2025-10-05	30054417
	2025-09-10	17:44	KB국민 다담카드(비OTP)	아성다이소	2,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054403
	2025-09-10	10:14	KB국민 다담카드(비OTP)	(주)비케이알 버거킹 인천검단점	8,300 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054397
	2025-09-09	10:29	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	14,700 	0.00 	일시불		0 	735 	전표매입	2025-10-05	30054380
	2025-09-09	07:40	KB국민 다담카드(비OTP)	LGUPLUS 통신요금자동이체	8,900 	0.00 	일시불		890 	0 	전표매입	2025-10-05	30054377
	2025-09-07	09:08	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	29,400 	0.00 	일시불		0 	1,470 	전표매입	2025-10-05	30054368
	2025-09-05	13:27	KB국민 다담카드(비OTP)	메가엠지씨커피 종로6가점	2,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054358
	2025-09-05	13:19	KB국민 다담카드(비OTP)	보령약국	150,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054343
	2025-09-04	21:37	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	5,480 	0.00 	일시불		0 	274 	전표매입	2025-10-05	30054334
	2025-09-03	15:23	KB국민 다담카드(비OTP)	한상드림 세계로부평점	3,500 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054321
	2025-09-03	15:23	KB국민 다담카드(비OTP)	(주)세계로유통 부평점	126,440 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054315
	2025-09-03	13:17	KB국민 다담카드(비OTP)	송사부수제쌀고로케 행담도휴게소점	7,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054308
	2025-09-03	13:15	KB국민 다담카드(비OTP)	세븐일레븐 행담도휴게소(상)점	1,300 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054294
	2025-09-03	11:09	KB국민 다담카드(비OTP)	(주)도현글로벌 행담도 하행LPG충전소	47,525 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054287
	2025-09-02	17:45	KB국민 다담카드(비OTP)	아성다이소	2,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054278
	2025-09-01	11:18	KB국민 다담카드(비OTP)	롯데리아 인천왕길역점	10,500 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054266
	2025-09-01	07:13	KB국민 다담카드(비OTP)	씨유(CU) 가좌시장점	2,500 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054251
	2025-08-31	22:35	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	33,070 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054245
	2025-08-31	12:15	KB국민 다담카드(비OTP)	아우라지 삼산점	48,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054233
	2025-08-30	12:27	KB국민 다담카드(비OTP)	홈앤쇼핑	109,000 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054229
	2025-08-30	12:25	KB국민 다담카드(비OTP)	홈앤쇼핑	69,800 	0.00 	일시불		0 	0 	승인취소		30054212
	2025-08-30	11:05	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	24,900 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054201
	2025-08-30	10:59	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	115,290 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054198
	2025-08-30	10:55	KB국민 다담카드(비OTP)	쿠팡(쿠페이)	61,900 	0.00 	일시불		0 	0 	전표매입	2025-10-05	30054188
